t10	dropped	[DROPPED — 전제 반증] ci.yml:413-418 'Vet cross-platform' 스텝이 이미 존재(도입 e8a9ed945/#1541, 2026-08-15 — 카드 작성 이후 머지로 전제 무효). 매트릭스 5조합(windows/amd64 포함)이 카드 요청(1줄)보다 넓음. 로컬 GOOS=windows go vet rc=0. [원문] [재정의] PR CI의 build 잡에 GOOS=windows go vet ./... 한 줄 추가. 최초 서술('Windows 유닛테스트 레그 부재')은 오인이었음 — Windows 런타임 테스트를 release/* PR로 옮긴 것은 ci.yml 주석에 명시된 의도적 비용 절충이고 되돌릴 대상이 아님. 남는 진짜 틈은 좁다: 같은 주석이 '크로스컴파일 빌드 커버리지는 매 PR 유지'라 하는데 go build는 _test.go를 컴파일하지 않아 테스트 계층이 어느 PR에서도 컴파일되지 않는다. SPEC-KANBAN-BOARD-001 F2가 그 틈(GOOS=windows go vet rc=1인데 go build rc=0)이고, 채택한 vet 게이트는 CI가 아니라 절차에만 존재. go vet은 기존 ubuntu 러너에서 크로스컴파일로 수 초 — 러너 추가도 런타임 실행도 아님
t125	queued	[design] Three.js 스킬 라이선스 권리 확인 (차단 해소 선결) — CloudAI-X/threejs-skills 는 LICENSE 파일이 없고 README 만 MIT 를 주장한다. 라이선스 파일 부재 = 기본 저작권(권리 유보)이라 16개 언어 사용자에게 배포되는 템플릿에 실을 수 없다. 추가 이상: README 설치 안내가 다른 리포(pinkforest/threejs-playground)를 가리켜 출처 자체가 어긋남. ■ 조치: 업스트림에 라이선스 명시 요청(이슈) 또는 3D/WebGL 지식을 1차 출처(three.js 공식 문서·MIT)에서 자체 저술. 내용 가치는 있음 — 10파일 5888줄로 지오메트리·머티리얼·조명·셰이더·포스트프로세싱 전 영역, 우리 2D 지향 스킬과 겹침 0. 그대로면 50~55K 토큰이라 L2 디스패처+L3 참조 재구성 시 1.5~2K. 라이선스 해소 전에는 착수 금지.
t154	queued	[보류 — 운영자 판정 2026-08-20: 통합 안 함] spec-lint OutOfScopeRule 헤딩 레벨 — 규칙을 H2 까지 넓히는 변경. 구현·검증 완료(WT-lint-heading @ dbb87f14f, 회귀 13케이스, lint 1err/62warn → 0err/60warn)됐으나 통합하지 않기로 결정. 사유: H3-only 는 버그가 아니라 배포 템플릿 manager-spec.md:51 [HARD] 에 명문화된 의도적 규약이고, 규칙을 바꾸면 그 [HARD] 포함 문서 4곳이 거짓이 되어 전 사용자 대상 독트린 변경이 된다. 대신 SPEC 쪽을 규약에 맞추는 t155 로 대체. ■ 이 카드가 남긴 실측 3건은 보존 가치가 있다: (1) HasPrefix('####','###') 가 참이라 H4 는 원래 동작했다 — 깨진 건 H2 뿐 (2) ':883 을 ## 로 넓히고 break 유지' 는 우산 구조('## N. Scope and Out of Scope' → '### N.1 In Scope' 에서 break)에서 오탐 +2 를 만든다. 섹션 이탈은 break 가 아니라 플래그 리셋이어야 한다 (3) baseline MissingExclusions 25건 중 헤딩 탓은 3건뿐이고 16건은 진짜로 - 불릿이 없다. ■ 규칙을 나중에 바꾸기로 방향을 뒤집는다면 이 브랜치를 재사용할 것 — 템플릿 미접촉이라 원복 비용 0이다.
t177	dropped	[DROPPED — 리드 오타 사고 — pick은 동사가 아닌데 add로 해석돼 생성된 쓰레기 카드. t151 배차는 정규 절차(next)로 진행] pick t151
t18	dropped	[DROPPED — t20으로 흡수] TestAutonomyTierReader 환경 취약성. t20(칸반 env 오염으로 인한 거짓 실패 5건)과 동일 결함 계열이고 같은 테스트 격리 수법(os.Unsetenv 계열로 명시 제거)을 쓴다. 따로 고치면 서로 충돌하므로 t20 한 장으로 처리 — 대상 테스트에 TestAutonomyTierReader(MOAI_AUTONOMY_TIER) 포함.
t191	queued	[v3.2] /moai:project P2 — continuation 설정 키. P1(t188, PR #1601) 위에 코드 축: workflow.project.continuation: none|card|pipeline 설정 키(t170① todo.enabled·t174 wizard→workflow.yaml 배선 패턴 준용), wizard 4로케일 + moai web 설정 표면 배선. 기본값 card(P1 동작), none=기존 종결, pipeline=구현+테스트 자동 진행 갈래 기본화. 선행: PR #1601 머지 + t170①(todo.enabled)가 main에 들어온 후(릴리스 전용 키 의존). Tier S~M. 유의: #1600·#1601 CHANGELOG [Unreleased] 충돌 — 후 머지 쪽이 양쪽 항목 보존 해소
t196	queued	[v3.2] Codex 중립 스킬 콘텐츠 — 미러된 스킬 21종 중 9종이 Claude 전용 도구명(AskUserQuestion·Agent()·Skill()·TaskCreate) 참조, 3종 ${CLAUDE_SKILL_DIR} 의존, 에이전트 TOML 11종 전부 Claude식 위임 표현. 단순 호출은 가능하나 /moai 전체 오케스트레이션을 Claude와 동일 신뢰 불가. 조치: 하네스 중립 지시 레이어 설계(도구명 추상·환경변수 대체) + t88(M4) 배선과 정합. 운영자 실측 2026-08-23. Tier M~L, Class C. 선행: t88 배선 확정 후 콘텐츠 전략
t201	queued	[#1595] constitution validate가 [SUPERSEDED] prefix와 canary_gate:false를 무시 — 은퇴 엔트리가 DRIFT 에러로 영구 실패, 삭제 외에 탈출구 없음. 코드 확인: constitution.go에 SUPERSEDED 문자열 0건, canary_gate 필드(207행)는 invariants 검사용일 뿐 retirement 마커 미취급. 실측 사례: 하류 mo.ai.kr 체크아웃에서 은퇴 엔트리 4건(CONST-V3R2-021..024) 영구 실패. 조치 방향: retirement 마커 스킵 + 감사 추적 보존(--strict/--fail-on-warning 플래그는 기존 존재). 재현: 이슈 본문의 mo.ai.kr 관측 — 본 저장소가 아닌 하류 체크아웃에서 재현됨에 유의. Class B, Tier S~M ■ CR 대응 추가(2026-08-24): 본 카드 작업이 PR #1611(WT-constitution-retire)로 리뷰 완료(22:13, head 7a3edaae3) — Major 2건(internal/constitution/retirement.go IsRetiredClause 의 퇴역 마커 토큰 불완전 분류 · shipped_registry_test.go) + Minor 1(보고서 펜스) 대응 필요. Merge Risk 🟡 Moderate(auto-merge 상한 low 초과)라 대응·재리뷰 후 손머지. 인라인 코멘트: gh api pulls/1611/comments (created_at > 2026-08-24T13:05:00Z).
t204	queued	[v3.1.3 배포 게이트 — 운영자 지시 2026-08-24] 릴리즈 배포 보류: 운영자 본인 테스트 완료 + codex 테스트 + codex/claude desktop 앱 테스트를 끝내 moai-adk 사용 가능 여부를 파악할 때까지 태그·GoReleaser·배포 금지. #1602 머지(915c310de)와 CHANGELOG 스탬프 PR은 이미 진행됨. 배포 전 준비로 docs-site 온라인 문서에도 v3.1.3 변경사항(codex 듀얼 하네스·desktop 지원 포함) 4-locale 추가 필요. 완료 신호 = 운영자 테스트 완료 선언
t216	queued	훅 배선 드리프트 + 죽은 작업 정리. ■ 근거: .moai/reports/hook-audit/{rest-and-wiring,load-path}.md (병렬 훅 감사 2026-08-24). ■ D-1 chain-event.sh 가 배포 템플릿에는 배선돼 있는데 이 프로젝트 settings.json 에는 없다 — 체인 원장의 완료 엣지가 이 체크아웃에서 한 번도 기록되지 않았다. origin/main 대조로 확인했고 로컬 settings.json 은 미수정 상태이므로 스테일 렌더 출력이다. **템플릿이 새 훅 엔트리를 얻기 전에 init 된 모든 프로젝트가 같은 갭을 가진다.** 조치: 이 체크아웃은 재렌더로 닫되(CLAUDE.local.md §2.3 의 update 후 삭제 검사 절차를 반드시 따를 것 — moai update 는 .claude/hooks/moai 를 통째 지운다), 본체 질문은 따로다: **moai update 가 추가된 훅 엔트리를 기존 프로젝트에 반영해야 하는가?** 지금은 아무도 알아채기 전까지 조용히 누락된다. 이건 설계 결정이라 근거를 세워 보고할 것. ■ D-2 배선 실측(감사가 기계적으로 산출): 디스크 43개 스크립트, settings.json 이 배선한 것 32개(엔트리 34개 — handle-pre-tool.sh 가 matcher 2개로 중복). **wired-but-missing 0건**이고 .moai/logs/hook-missing.log 는 존재하지 않는다(폴백이 한 번도 발화 안 함). 남는 축은 present-but-unwired 11개다 — 각각이 죽었는지, 다른 훅이 간접 호출하는지, 아직 안 본 곳에 배선됐는지 콜그래프로 확정할 것. **참조가 없다고 죽은 게 아니다** — 호출 경로를 먼저 추적한 뒤에만 죽었다고 부를 것. handle-session-start-compact.sh / handle-session-start-navigator.sh 는 감사가 '배선 없음 = 도달 불가'로 판정했다(load-path.md). ■ D-3 MX cold-start 스캔이 완료될 수 없는 구조라 매 세션 죽은 작업을 한다(load-path.md Findings 5). 원문 확인 후 처리. ■ [HARD] Template-First. ■ 이 카드는 조사·설계 비중이 커서 plan 부터. Class C, Tier M.
