t313	queued	EnterWorktree 분기 기준을 develop 으로 고정 + moai web 에 기준 브랜치 선택 표면 추가. ■ 원인 실측(리드 2026-08-27): worktree.baseRef 설정이 없어 기본값 fresh 가 적용되고, fresh 는 origin/<기본브랜치> 에서 분기한다. 이 저장소의 origin/HEAD 는 refs/remotes/origin/main 이었다. 따라서 EnterWorktree(<card-id>) 로 만든 모든 카드 워크트리가 main 기반이 됐다. ■ 충돌 상대: gitflow-lane-protocol.md 1절 규율 1 과 develop 의 CLAUDE.local.md 4.1.1 규율 1 이 [HARD] 로 카드 워크트리는 develop 에서 판다고 못박는다. 프로토콜이 지시하는 것과 도구가 실제로 하는 것이 달랐다. ■ 증상: 레인 3개(lane-7 lane-8 lane-10)가 독립적으로 gitflow-lane-protocol.md 부재를 보고했다. 그 파일은 develop 계열 ref 에만 추적돼 있어 main 기반 트리엔 없다. 부재는 증상이고 원인은 분기 기준이었다. ■ 리드 응급 조치(2026-08-27 완료): git remote set-head origin develop 로 refs/remotes/origin/HEAD 를 origin/develop 로 전환. 변경 전 48239c7dc(main) → 변경 후 afde6ebb3(develop). ■ 미검증 — 이 카드가 확인해야 할 것: Claude Code 의 fresh 가 실제로 refs/remotes/origin/HEAD 를 읽는지는 문서 문구에서 추론한 것이지 관측한 것이 아니다. 새 워크트리를 실제로 만들어 base 가 develop 인지 실측할 것. 안 먹으면 다른 손잡이를 찾아야 한다. ■ 응급 조치의 한계: origin/HEAD 는 로컬 메타데이터라 이 체크아웃에만 적용되고, 클론하는 다른 사람이나 새 환경에는 전파되지 않는다. 재현 가능한 설정 경로가 필요하다. ■ 운영자 추가 요구(2026-08-27): moai web 설정 화면에 기준 브랜치 선택을 추가할 것 — main / develop / 기타(직접 입력) 3갈래. 웹 콘솔 설정 표면은 internal/web 의 스키마폼 계열이고, 값은 설정 체인에 저장돼 워크트리 생성 경로가 읽어야 한다. 즉 저장만 하고 아무도 안 읽는 죽은 키가 되지 않도록 소비자 배선까지 이 카드 범위다. ■ 선행 관계: t295(기존 브랜치 체크아웃 워크트리 생성 경로 부재)를 contains 한다. Tier S~M.
t315	queued	v3.2.0 릴리즈노트 의무 + v3.3.0 fallback 제거 소관 — t303 이월 2건. ■ 출처: SPEC-SYNC-STRATEGY-KEY-001(t303, 착지 7ed6edb3e) 감사가 D6·D7a 로 남긴 이월분. verdict 에 사유만 기록됐고 카드가 없어 리드가 발행한다. ■ D7a — 릴리즈노트 의무: t303 이 사어 키 main_direct 를 정본 github-flow 로 바꾸면서 신규 설치의 out-of-the-box 동작이 바뀐다. 종전에는 PR 을 만들지 않던 기본값이 이제 PR 을 만드는 쪽으로 뒤집힌다. 사용자가 겪는 동작 변화이므로 v3.2.0 릴리즈노트에 반드시 실려야 한다. 안 실으면 업그레이드한 사용자가 예고 없이 다른 동작을 만난다. ■ D6 — v3.3.0 fallback 제거: t303 이 남긴 폴백 블록(delivery.md:33 의 센티넬 1건)은 과도기 호환을 위한 것이고 v3.3.0 에서 제거 예정인데 그 작업의 소관 카드가 없다. 지금 세워두지 않으면 폴백이 영구화된다 — 제거 시한을 못박은 주석만 남고 실행 주체가 없는 형태다. ■ 유의: 두 건은 시점이 다르다. D7a 는 v3.2.0 릴리즈 준비 시점에 반드시 처리해야 하고, D6 는 v3.3.0 개발 착수 시점이다. 한 카드로 묶었으나 실행은 분리된다 — 릴리즈 준비 때 이 카드를 열어 D7a 만 소진하고 D6 는 남기는 것이 정상 경로다. Tier S.
t319	queued	tab_schema.json 을 읽으라고 알려주는 곳이 없다 — 인터뷰 스키마가 고아다. ■ 실측(lane-16 발견, 리드 재확인 2026-08-27): moai-workflow-project 의 tab_schema.json 을 참조하는 곳을 전수 조사했더니 소비자가 없다. Go 코드 참조는 internal/template/internal_content_leak_test.go 1건뿐이고 그건 중립성 검사라 스키마를 읽는 것이 아니다. .claude/skills/ 전역 grep 0건 — 소유 스킬인 moai-workflow-project 의 SKILL.md 조차 이 파일을 가리키지 않는다(schema 로 grep 하면 2건 나오는데 둘 다 references/configuration.md 와 일반 문구다). 나머지 참조 10건은 SPEC 문서·리포트·manifest.json 해시 목록 등 비소비자다. ■ 왜 결함인가: 인터뷰 질문 정의가 코드가 아니라 에이전트가 읽는 구조라면 코드 참조가 없는 것은 정상이다. 그러나 그 경우에도 에이전트에게 이 파일을 읽으라고 알려주는 포인터가 어딘가에 있어야 한다. 그게 없으면 파일은 있으나 마나이고, 실제로 그 안의 키가 틀려 있어도 아무도 모른다 — 카드 t316 이 발견한 죽은 경로(git_strategy.{personal,team}.auto_branch)가 오래 살아남은 이유가 이것일 수 있다. ■ 판정할 것: (a) 이 스키마가 실제로 쓰이는 경로가 있는가 — 있다면 어디가 읽는가 (b) 없다면 스킬 본문에 포인터를 넣을 것인가, 아니면 이 파일 자체를 은퇴시킬 것인가. 후자라면 t316 의 키 정합 작업이 은퇴 대상 파일을 고치는 일이 되므로 순서 판정이 필요하다. ■ 유의: 아무도 안 읽는다는 사실이 곧 지워도 된다는 뜻은 아니다. 다음에 읽히기 시작할 때 맞아야 하고, 카드 t313 이 같은 표면에 새 항목을 얹는다. 은퇴 판정은 실제 사용 경로를 확인한 뒤에만. Tier S.
t320	queued	moai integration release 가 빈 메시지와 함께 ERROR 를 낸다 — 실패 사유를 읽을 수 없다. ■ 관측(lane-18, 2026-08-27, t308 병합 창 반납 시): moai integration release 가 비어 있는 메시지와 함께 ERROR 를 반환했다. 직후 moai integration status 는 free 라 결과 상태는 정상이었다. 원인 추정: 그 레인의 홀더가 이미 다른 레인의 acquire 에 축출된 뒤라 반납할 홀드가 없었고, release 가 그 홀더 아님 상태를 에러로 뱉으면서 메시지를 비워둔 것. ■ 왜 별도 카드인가(lane-14 소관 판정, 리드 승인): 축출 자체는 카드 t298 이 고치는 pid 결함의 결과이고 그 수리가 착지하면 이 상황의 빈도는 크게 준다. 그러나 홀더 아님을 에러로 뱉으면서 메시지를 비운다는 것 자체는 release 동사의 별개 결함이고 t298 수리로 자동으로 닫히지 않는다 — --force 경로나 사후 정리 경로에서는 앞으로도 계속 나온다. 수리 표면도 acquire 가 아니라 release 출력 층이라 다른 파일이다. ■ t298 에 접붙이지 않은 이유: 그 SPEC 이 이미 감사 2사슬(0.895·0.92)을 통과한 상태라 REQ·AC 를 추가하면 재감사가 필요하고, 그만큼 락 수리 착지가 늦어진다. 그 착지가 병합 창 직렬화를 사람 손에서 떼어내는 일이라 먼저 끝내는 편이 전체에 이득이다. ■ 고칠 것: 반납 실패 시 사유가 출력에 나와야 한다 — 홀더 아님 / 이미 축출됨 / 파일 없음 등을 구분해서. 실패 사유가 안 보이면 다음 레인이 같은 자리에서 원인을 못 읽고 헤맨다. ■ 선행: t298 착지 후에 하는 편이 자연스럽다(락 동작이 바뀌면 release 가 만나는 상태 집합도 바뀐다). Tier S.
t323	queued	스킬 디렉터리의 SKILL.md 아닌 파일들이 카탈로그 무결성 해시에 안 보인다 — 배포되는데 검증 밖. ■ 실측(lane-16 위임이 발견, 리드 재확인 2026-08-27): internal/template/scripts/gen-catalog-hashes.go:126-134 가 디렉터리 항목의 해시 원천을 그 안의 SKILL.md(없으면 skill.md) 하나로 해석한다. 즉 카탈로그가 스킬 디렉터리 단위로 항목을 갖고 path 가 디렉터리를 가리켜도, 해시는 그 안의 파일 하나만 본다. ■ 결과: schemas/ · references/ · scripts/ 아래 파일들이 바뀌어도 카탈로그 해시는 변하지 않는다. 그 파일들은 //go:embed all:templates 로 배포되므로 사용자에게 전달은 되는데, 무결성 층은 그 변경을 관측하지 못한다. 배포되는 것과 검증되는 것이 어긋나 있다. ■ 발견 경위: 카드 t316 이 make build 누락을 잡는 관측점으로 카탈로그 해시 변화를 쓰려다 반증했다. tab_schema.json 을 고쳐도 해시가 안 변하니 그 criterion 은 어떤 올바른 구현으로도 초록이 될 수 없는 형태였다. 위임이 정규화 함수를 복제해 SKILL.md 단독 sha256 이 카탈로그 값과 정확히 일치함까지 재현했다. ■ 판정할 것: (a) 디렉터리 항목의 해시를 그 아래 전체 트리로 확장할 것인가 — 배포되는 것과 검증되는 것을 일치시킨다 (b) 아니면 SKILL.md 만 보는 것이 의도인가 — 그렇다면 나머지 파일의 무결성은 무엇이 담보하는지 답이 필요하다 (c) 확장 시 비용 — 해시 계산 대상이 늘고 무관한 변경에도 카탈로그가 움직인다. ■ 유의: 이건 t317(에이전트 정의 재생성 계보)과 같은 병의 다른 증상일 수 있다 — 생성물·배포물과 그 검증 층의 동기화를 아무도 강제하지 않는 형태. 두 카드를 함께 볼지 판정 필요. Tier S~M.
t324	queued	[운영자 판정 2026-08-27] develop 브랜치 보호 — 상태 검사 필수로 승격. 사후 탐지를 다시 사전 차단으로 되돌린다. ■ 결정 배경(실측): gh api repos/modu-ai/moai-adk/branches/develop/protection → 404 Branch not protected. 카드 PR 폐지로 레인이 develop 에 직접 push 하므로, 가드가 도는 시점이 이미 머지된 뒤다 — 검사는 있는데 아무도 막지 않는 상태다. 운영자가 이 강등을 되돌리기로 판정했다. ■ 설계가 필요한 이유 — 지금 스위치를 켜면 즉시 깨진다: 8개 레인이 develop 에 직접 push 하는 구조라, 상태 검사를 필수로 걸면 그 push 가 전부 막힌다. 그러면 카드 PR 없음 모델과 정면 충돌한다. 따라서 이 카드는 보호를 켜는 것이 아니라 보호와 현행 모델이 공존하는 형태를 설계하는 것이다. ■ 판정할 것: (a) 어느 검사를 필수로 할 것인가 — 전부 걸면 모든 병합이 CI 완주를 기다려야 하고 창이 하나인 지금 큰 병목이 된다 (b) 레인 push 를 어떻게 통과시킬 것인가 — 관리자 예외를 열 것인지, 아니면 병합 절차 자체를 PR 경유로 되돌릴 것인지 (c) enforce_admins 를 어떻게 둘 것인가 — main 은 true 인데 develop 도 같게 하면 예외 경로가 없다. ■ 반대 축 기록: 지금 구조의 이점은 병합 속도이고, main 도달 전 차단은 릴리스 PR 게이트(pull_request: branches:[main])로 이미 살아 있다. 즉 깨진 상태가 develop 에 잠시 존재하되 main 에는 못 간다. 보호를 켜면 그 잠시가 사라지는 대신 병합마다 대기가 생긴다. 어느 쪽이 이 팀에 맞는지가 (a)(b) 판정의 실질이다. ■ 실측 참고: 오늘 develop 착지 8건 중 CI 실패가 난 것은 graph-freshness 계열이고 그건 상태 검사로 막았으면 병합 자체가 불가능했을 형태다. Tier S~M.
t325	queued	spec-status-auto-sync.yml 이 develop 대상 PR 로 main 을 움직일 수 있다 — 미검증 가설, 검증 필요. ■ 관측(lane-18, t314 조사 중 2026-08-27): .github/workflows/spec-status-auto-sync.yml 이 pull_request: types:[closed] 를 베이스 브랜치 필터 없이 받고, contents: write 권한으로 git push origin main 을 수행한다. 즉 develop 을 대상으로 한 PR 이 닫히면 그 워크플로가 발화해 main 으로 미는 경로가 열려 있다. ■ 왜 문제인가: git-flow 전환에서 main 진입로를 릴리스 PR 하나로 좁혔는데, 이 경로가 살아 있으면 그 모델이 깨진다. develop 작업이 릴리스 절차를 우회해 main 을 움직이는 형태다. ■ 미검증인 이유: 전환 이후 이 저장소에 PR 이 0건이라 발화 이력이 없다. 설정 판독으로 가능성만 확인했고 실제 동작은 관측되지 않았다. 가설을 사실로 적지 말 것. ■ 검증 방법: 워크플로 조건을 정독해 베이스 브랜치가 실제로 무필터인지 확인하고, 발화 시 어느 ref 로 push 하는지 코드 경로를 따라갈 것. 가능하면 드라이런이나 격리 환경에서 재현. 실재하면 베이스 필터를 main 으로 좁히거나 push 대상을 이벤트 베이스에 맞추는 것이 조치 후보. ■ 유의: 이 워크플로가 SPEC status 자동 동기화라는 정당한 목적을 갖고 있으므로, 끄는 것이 아니라 대상을 정확히 하는 방향으로 볼 것. Tier S.
t327	queued	treeDirty 가 described-worthy 판별식을 보지 않고 앵커 모드를 고른다 — t322 감사가 찾아 범위 밖으로 명시 유예한 잔여. ■ 위치: internal/config/provenance.go:201 (treeDirty). ■ 발견 경로: SPEC-GRAPH-FRESHNESS-CADENCE-001(t322) 의 plan-audit iter-2 가 ContentFingerprint 의 producer/consumer 를 전수하다 발견했다. 생산자는 baseProvenance 경유 셋(StampCodemaps / StampMXScan / StampEdges), 비교하는 소비자는 checkCodemaps 하나, 표시 전용 독자가 Describe 하나 — 그리고 SPEC 이 이름조차 대지 않은 네 번째가 treeDirty 다. ■ 잔여 영향(t322 가 수용하고 명시한 것): testdata 만 더러운 트리가 여전히 --commit 병합기준 앵커를 거부당한다. 판별식을 보지 않으므로 described-worthy 하지 않은 더러움까지 앵커 거부 사유로 센다. ■ t322 가 이것을 범위 밖으로 둔 것은 빠뜨린 것이 아니라 검토 후 유예다 — SPEC 의 D.1 과 E 에 처리 방침과 잔여 영향이 적혀 있으므로 그 서술을 출발점으로 쓸 것. ■ t322 착지 후 착수할 것(같은 함수군을 두 카드가 동시에 고치지 않도록). Tier S.
t329	queued	git 독트린 문서가 존재하지 않는 패키지를 인용한다 — 스테일 인용 정리. ■ 실측(리드 2026-08-27, origin/develop c1a1439f5): .moai/docs/git-workflow-doctrine.md 18.12 의 BODP 결정 행렬이 internal/bodp/relatedness.go 를 함수명·파일경로까지 대며 인용하는데 그 패키지는 존재하지 않는다. git ls-tree -r --name-only origin/develop 에서 internal/bodp/ 추적 파일 0건, relatedness.go 0건. bodp 로 매치되는 추적 파일은 계획 JSON 1개와 옛 리포트 1개뿐이다. ■ 살아있는 표면 둘: .claude/rules/moai/development/branch-origin-protocol.md:26 이 [HARD] 로 When no signal fires, the recommendation is origin/main 을 들고 있고 같은 파일 :42 에 동일 8행 행렬이 있다 — 기본값의 실제 SSOT 는 Go 코드가 아니라 배포되는 룰 파일이다. internal/cli/doctor.go:894-906 의 checkBODPConfig 는 .moai/branches/ 존재만 os.Stat 하고 base 선택 로직이 없다. ■ 이 카드가 하는 것: 문서 인용을 실재하는 표면으로 옮긴다. ■ 이 카드가 하지 않는 것(범위 밖으로 명시): 기본값 origin/main 자체를 바꾸는 것. 그것은 결함이 아니라 설계 판단이다 — 이 리포는 git-flow 로 갔지만 배포되는 룰은 GitHub Flow 다운스트림 사용자가 읽고, 그들에게는 origin/main 이 옳다. 우리 사정으로 사용자 기본값을 깨지 말 것. ■ 발견 경로: t310(lane-18) 이 감사 중 처음에 코드 결함으로 판정했다가 verdict 근거를 남기려 코드를 열면서 스스로 반증했다. 근거는 .moai/reports/t310/verdict.md Residual-risk 1번 표. ■ 같은 클래스가 더 있는지 함께 볼 것 — 이 문서군이 코드 경로를 인용하는 다른 지점들. Tier S.
t337	queued	Windows 에서 스탬프가 있는데 죽은 세션이 살아있는 것으로 읽히지 않는다 — 선언된 TREAT-AS-LIVE 에 역행하는 유일한 경로. ■ 실측(lane-17, t298 감사 F2, 2026-08-27): internal/session/anchor_pid_windows.go:14 가 무조건 true 를 반환해 sessionPIDFromEnv 생존 확인이 Windows 에서 공허해진다. 죽은 MOAI_SESSION_PID 가 기록되고, 기록 이후 판정은 진짜 프로브를 쓰므로 그 창이 reclaimable 로 읽힌다. ■ 귀속 판정 (감사 근거): 이 카드는 t298 이 덮었어야 할 결함이 아니다. 문제의 함수는 t298 이 잡은 acquire 경로가 아니라 세션 레지스트리의 플랫폼 프로브이고, 그 SPEC 이전부터 무조건 true 였다(해당 파일 diff 0건). t298 이 만든 결함이 아니라 t298 의 앵커가 그 위에 얹히면서 보이게 된 것이다. t298 안에서 고치려면 그 SPEC 이 건드리지 않기로 한 표면을 바꿔야 했다. ■ 문서 누락의 정확한 모양: 스탬프 없음은 문서화됨 / 스탬프 있는데 죽음은 누락. ■ 검증 주의: macOS 개발기에서는 이 경로가 컴파일조차 안 될 수 있다 — GOOS=windows go vet 은 컴파일만 증명하므로 동작 근거가 아니다. 실제 판정 경로를 뒤집는 테스트를 쓰고, 그 테스트가 현재 트리에서 RED 인지 먼저 관측할 것. Tier S~M.
