3855001919	Covered: command-level tests landed in a later commit on this PR — `TestGraphStampCmd_ValidAndReplacement` (internal/cli/graph_stamp_test.go:35-88) executes `newGraphStampCmd`, asserts the OK line + CommitSHA/GeneratedBy, replaces a broken stamp, and verifies temp-file cleanup. Verified against the merged tree in the t279 triage (`.moai/reports/t279/verify-cli.md` #3).
3855001912	Covered by a production-side fix: untracked generated files are counted — `gitDiffNameCount` runs `git ls-files --others --exclude-standard` (internal/graph/check.go:422-447), so a file untracked at HEAD counts without staging. The failure mode this thread names cannot occur on the merged tree (t279 triage, verify-cli.md #2).
3855002033	Covered: `loadCodeEdges` (internal/graph/codequery.go:248-257) turns a missing `edges.jsonl` into the actionable error `graph layer absent: .moai/project/graph/edges.jsonl not found — run 'moai graph build'...` instead of the raw `os.Open` wrap, shared by FindCode/TraceCalls (t279 triage, verify-graph.md #5).
3855001953	Covered: all three handlers resolve their root via `resolveToolProjectRoot(req)` (internal/cli/mcp_code_tools.go:28/:44/:64), registrations use `projectRootOption()`, and `TestGraphTools_HonorProjectRoot` (:90-140) covers distinct roots plus invalid-root rejection (t279 triage, verify-cli.md #7).
3855002115	Covered: `DescribedRoots` is validated per root — `validateDescribedRoot` (internal/graph/check.go:389-416) rejects empty/absolute/lexical-`..`/symlink-escape values, with a code comment citing this review id. `TreeRoot` equality is deliberately NOT required for the codemaps layer (tracked artifact rationale at check.go:153-161); wrong-tree enforcement for untracked layers lives at check.go:231-237 (t279 triage, verify-cli.md #15).
3855149341	Covered: exact module-root imports are marked local — `if module == modulePrefix { return module, true }` (internal/graph/symbol/symbol.go:217-219, "the module root: local by definition") ahead of the CutPrefix path (t279 triage, verify-graph.md #20).
3855149384	Covered: `StampCodemaps` has command-level end-to-end coverage — internal/cli/graph_stamp_test.go:35-88 asserts GeneratedBy/CommitSHA, stamp replacement, and temp cleanup (the optional drop-error-result simplification was consciously not taken) (t279 triage, verify-cli.md #27).
3855149419	Covered: the `ContentHash` contract is pinned in the parse-tag table — an empty-hash check for every row plus the pinned `wantHash` constant for the NOTE-tag row (internal/mx/scanner_test.go:409-424, comment cites this review id); line-drift preservation is covered by refresh_test.go:213-250 (t279 triage, verify-cli.md #32).
3855001854	Recorded as follow-up F1 (t279 triage `.moai/reports/t279/triage-table.md` §B): pinning actions to commit SHAs + `persist-credentials: false` is a repo-wide policy decision — every workflow (ci.yml:46 etc.) uses the same `@v7` tag convention, and pinning this one file alone would diverge from it. Queued for the operator's next-card decision rather than a single-file fix here.
3855001962	Recorded as follow-up F2 (t279 triage §B): the `graph.FileAPI`/`FindCode`/`TraceCalls` APIs carry no `context.Context` seam — threading one through is a functional API change, not a policy fix. Queued for the next-card decision.
3855002093	Recorded as follow-up F4 (t279 triage §B): returning scanned-package evidence separately from import edges changes `symbol.Extract`'s return signature with call-site blast radius. Queued for the next-card decision.
3855149371	Recorded as follow-up F3 (t279 triage §B): anchoring the stamp on the content fingerprint when git is unavailable conflicts with REQ-GF-003's commit-anchor design — the current honest-absent verdict (clean stamp with no commit sha is freshness-unjudgeable, check.go:194-198) is the intended behavior. Queued for the next-card decision.
3855852818	Confirmed still-valid in the t279 thread sweep and recorded as follow-up F6 (`.moai/reports/t279/triage-table.md` §B): `resolveWithin` (internal/graph/codequery.go:48-59) returns `""` both for an escaping path and for an in-root path whose final element does not exist (`EvalSymlinks` failure), so both call sites report "escapes the project root" for a plainly missing file. Not part of this card's frozen scope (the round-2 triage's 29 adopted findings); queued for the operator's fold-or-next-card decision.
3855795705	Confirmed still-valid in the t279 thread sweep and recorded as follow-up F7 (`.moai/reports/t279/triage-table.md` §B): the graph_stamp leg of this class was fixed on the PR, but internal/cli/graph_check.go:77-78/:87-88 still write raw `cfgErr`/`err` text to stderr and into `exitCodeError` — wrapped fs errors can carry project paths. Same class as the merged graph_stamp fix; queued for the fold-or-next-card decision.
3855149188	Closing without change — the totals match the live registration: `internal/mcp/catalog.go:41-70` enumerates exactly 28 tools (21 legacy + 4 `session_msg_*` + 3 graph code-query), so "28 tools / 24 non-session" is correct and the review's 25/29 figures miscount the codex-delegation family (5 tools, not 6). Mechanical count verified in the t279 triage (verify-docs.md #11).
3855149192	Closing as recorded design: the absolute `tree_root` in the committed `provenance.json` is REQ-GF-003-mandated for a tracked artifact, and `internal/graph/check.go:153-161` — citing this review id — deliberately does NOT match `TreeRoot` against the local checkout for the codemaps layer (it replicates with the checkout; hard-matching would disable the check everywhere but the stamper's machine). Tree equality enforcement applies to untracked mx-index sidecars only (check.go:231/:323).
3855149345	Closing as a recorded deviation: the nil-config posture stays silent by documented decision — SPEC-V3R6-GRAPH-FRESHNESS-001 progress.md §E.2 (AC-GF-006, "Deviation recorded") preserves the pre-existing unknown-project silent-pass contract (`TestQualityGate_Run_UnknownProjectPasses`); internal/hook/quality/gate.go:1185-1189 carries the same rationale, and production paths always populate the config.
